0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.01082771	0.02422717	0.04094377	0.06237327	0.09081108	0.13035069	0.18910670	0.28562772	0.47146305
0.01072830	0.02365908	0.03928063	0.05847782	0.08253152	0.11330179	0.15327497	0.20396879	0.24946286
0.01063001	0.02310554	0.03768983	0.05483951	0.07503646	0.09852879	0.12428549	0.14571219	0.13204316
0.01053283	0.02256607	0.03616738	0.05143770	0.06824089	0.08570809	0.10080968	0.10412538	0.06976693
0.01043674	0.02204018	0.03470965	0.04825428	0.06207260	0.07457021	0.08178350	0.07441905	0.03674787
0.01034173	0.02152746	0.03331328	0.04527308	0.05646885	0.06488643	0.06635262	0.05318745	0.01929101
0.01024778	0.02102748	0.03197518	0.04247957	0.05137436	0.05646125	0.05383040	0.03800727	0.01010085
0.01015486	0.02053983	0.03069247	0.03986054	0.04674011	0.04912696	0.04366425	0.02715225	0.00528332
0.01006298	0.02006415	0.02946245	0.03740395	0.04252236	0.04273942	0.03540882	0.01939093	0.00276572
0.00997211	0.01960007	0.02828261	0.03509877	0.03868198	0.03717446	0.02870457	0.01384351	0.00145146
0.00997809	0.01969738	0.02876817	0.03674996	0.04336344	0.04928886	0.05904653	0.09151781	0.22271900
0.00998333	0.01978069	0.02917129	0.03806439	0.04687487	0.05759117	0.07682738	0.12358809	0.23536243
0.00998784	0.01985064	0.02949808	0.03907882	0.04939549	0.06288662	0.08575315	0.12984944	0.18717008
0.00999165	0.01990783	0.02975428	0.03982659	0.05108053	0.06583090	0.08856592	0.12247565	0.13224007
0.00999475	0.01995286	0.02994528	0.04033781	0.05206411	0.06695537	0.08727359	0.10875896	0.08731779
0.00999718	0.01998630	0.03007609	0.04063971	0.05246178	0.06668864	0.08333209	0.09291829	0.05510540
0.00999894	0.02000869	0.03015140	0.04075682	0.05237288	0.06537507	0.07778590	0.07727187	0.03366784
0.01000005	0.02002055	0.03017561	0.04071123	0.05188266	0.06329029	0.07137487	0.06298668	0.02009545
0.01000052	0.02002239	0.03015281	0.04052283	0.05106416	0.06065405	0.06461460	0.05055096	0.01180240
0.01000037	0.02001468	0.03008681	0.04020948	0.04997988	0.05764071	0.05785656	0.04006789	0.00686061
0.01000025	0.02000887	0.03004001	0.04000834	0.04939785	0.05656845	0.05809098	0.05477868	0.10834649
0.01000016	0.02000467	0.03000885	0.03989369	0.04917179	0.05669581	0.06162165	0.07442544	0.16781021
0.01000009	0.02000181	0.02999015	0.03984347	0.04918431	0.05748228	0.06615543	0.09021957	0.17719418
0.01000005	0.02000002	0.02998101	0.03983884	0.04934212	0.05854238	0.07035464	0.09938568	0.15671189
0.01000002	0.01999908	0.02997887	0.03986383	0.04957197	0.05960934	0.07351622	0.10202849	0.12459450
0.01000000	0.01999877	0.02998141	0.03990498	0.04981726	0.06050626	0.07534487	0.09941779	0.09202641
0.00999999	0.01999887	0.02998658	0.03995102	0.05003506	0.06112329	0.07579589	0.09310971	0.06435052
0.00999999	0.01999919	0.02999256	0.03999264	0.05019366	0.06139978	0.07496907	0.08453994	0.04316805
0.01000000	0.01999956	0.02999774	0.04002218	0.05027048	0.06131048	0.07303882	0.07486995	0.02807953
0.01000000	0.01999980	0.03000070	0.04003347	0.05025027	0.06085493	0.07020963	0.06496018	0.01787288
0.01000000	0.01999994	0.03000209	0.04003337	0.05018269	0.06032192	0.06795539	0.06207267	0.06032098
